s.no,text,AIRLINE SENTIMENT,AIRLINE
577,@SouthwestAir Cancelled Flightled my flight out of BNA today. Been on hold for an hour. _Ÿ˜  #frustrated!,,Southwest
578,"@SouthwestAir Beautiful, thanks a ton!",,Southwest
579,@SouthwestAir tried to rebook online but it says that I have to pay $200 for difference in price. Please help,,Southwest
580,@SouthwestAir I'm showing flight 4720 delayed again. Would my boarding pass still be good or was my seat given away?,,Southwest
581,@SouthwestAir can't update my flight online bc it's been Cancelled Flighted twice already. Going on hour 2 on hold.,,Southwest
582,@SouthwestAir Guys for real. I've been on hold for 4+ hours including one hangup. Please have someone reach out so I can get my $ back.,,Southwest
583,@southwestair - kind of early but any idea when dates through the first week of sept will come available?,,Southwest
584,@SouthwestAir the last 4 times I've arrived @LASairport our gate has been blocked by a slow to depart plane leading to 30-60 min delays,,Southwest
585,@SouthwestAir been on hold for &gt;30 minutes about my Cancelled Flightled flight. Still not talked to anyone and flight is soon. What gives?,,Southwest
586,@SouthwestAir Hoping you answer the phone today?,,Southwest
587,"@SouthwestAir husband on hold 2.5 hrs, got disconnected!New wait 30 min. Can't confirm res due to the fact he booked on line! Nuts!",,Southwest
588,@SouthwestAir thanks do yall expect to be operational tomorrow out of Nashville?,,Southwest
589,@SouthwestAir why have you guys jacked up the prices AFTER you said prices were going to be lowered? SMH,,Southwest
590,@SouthwestAir on hold for 2 hours and then you hung up 3 Cancelled Flightled flights. Running out of daycare for our kids who are trapped at home.,,Southwest
591,@SouthwestAir  this is really unhelpful. Why can't I rebook online? http://t.co/N5O43sVl8i,,Southwest
592,@SouthwestAir allows other passengers 2 harass u after their gate agents mistakeFURIOUS they are doing NOTHING about it &amp; my 6yo was scared,,Southwest
593,@SouthwestAir flight was Cancelled Flightled and it won't let me rebook online. Wait time on phone is too long. Please help,,Southwest
594,"@SouthwestAir Guys, we've got to do something about the inability to check in online for international  flight that has... (1/2)",,Southwest
595,@SouthwestAir Is it a temporary site glitch or are you no longer offering flights from GRR to GEG after Feb? Can't find any online :(,,Southwest
596,@SouthwestAir won't answer their phones #HorribleService #NeverAgain #frustrated #AnswerThePhone,,Southwest
597,@SouthwestAir We have been stuck in SJU for several hours and no one is answering here. Really tough to LUV SW. No response is bad.,,Southwest
598,@SouthwestAir nice work on the update!,,Southwest
599,@SouthwestAir you guys there? Are we on hour 2 of our phone hold at 3am bc of volume or short staffing?,,Southwest
600,"@SouthwestAir its cool that my bags take a bit longer, dont give me baggage blue balls-turn the carousel on, tell me it's coming, then not.",,Southwest
601,@JetBlue is definitely my new favorite airline.,,Delta
602,@JetBlue I will try that. Thanks! If all else fails I will just do the old fashioned method tomorrow morning.,,Delta
603,@JetBlue all up to date. Can't update via Google play.,,Delta
604,@JetBlue Are there issues with the mobile boarding passes? My app keeps crashing when I try accessing. Thanks!,,Delta
605,@JetBlue becomes first #airline to accept #Apple Pay - Future #Travel Experience http://t.co/czOr4nyh9n,,Delta
606,"@JetBlue well, your new baggage fees, fare structures and reduced legroom has turned you into every other hated carrier in the US. Congrats",,Delta
607,@JetBlue Thank you for your excellent customer service - resolved issue quickly.,,Delta
608,"@JetBlue yes, well they are operating outside of your terminal and targeting vulnerable passengers. No better than thieves.",,Delta
609,@JetBlue that's not an option for us. So how can we help each other fix this? I would've made the change earlier if given accurate info.,,Delta
610,"@JetBlue well, now saying our flight is going to be Cancelled Flighted &amp; that by not changing earlier, we missed our chance to get out tomorrow. 1/2",,Delta
611,@JetBlue tell your employees that!,,Delta
612,"@JetBlue even @Citi responded quicker via Twitter when they #fail.... Still on hold, hoping no one books the flight..... @JetBlue #fail",,Delta
613,@JetBlue ah yes. Put the bags on the floor instead of the overhead bin so no one trips. #safetyfirst #sarcasm,,Delta
614,@JetBlue where exactly can I leave a note,,Delta
615,@JetBlue Accepting #Apple Pay - Mobile Enterprise http://t.co/Ci5cfrlqBe,,Delta
616,"@JetBlue Guys, really bad @JetBlue #fail . Someone better call my wife back to get this handled. 203-382-3312 while she waits on hold....",,Delta
617,@JetBlue #fail My wife on the phone asking to switch flight times. In mid switch gets disconnected. Now Cancelled Flightled! No new time! No call back,,Delta
618,@JetBlue That's great! Thank you.,,Delta
619,@JetBlue they tried to have us towed. Do you think I'll be flying out of your terminal again? Risk of $75 fine from corrupt police official,,Delta
620,@JetBlue selfie on the flight 83 from #JFK to #Orlando . With @Supertzar85 http://t.co/QRANZImHTr,,Delta
621,@JetBlue ticket issued whilst delivering your customers.,,Delta
622,"@JetBlue understand that, but this policy of targeting your passengers is not good for business and should be addressed with security",,Delta
623,Always been a @JetBlue fan but maybe next time I'll fly @VirginAmerica for real customer service.,,Delta
624,@JetBlue I agree!!!  If only there was a frequent tweeter discount so I could fly to see more friends! _Ÿ˜€@Tinman2IronMan @meggersrocks,,Delta
625,@JetBlue understood ... but could I go and put myself on the standby list 5 hours prior to my flight?,,Delta
626,@JetBlue the whole plane. Hoping for better luck on the return flight Sunday.,,Delta
627,"@JetBlue so I'm penalized for packing lightly, having 1 bag and paying extra for a seat?",,Delta
628,"@JetBlue dropping passengers with small baby and 3 infants at your San Juan terminal. As unloading baby, officer writes me ticket for $75",,Delta
629,@JetBlue the TV. Wifi was spotty. It's just a nice feature for a X country flight. Still won't keep us away #lovejetblue,,Delta
630,@JetBlue so technically I could drive to JFK now and put in. Request for tomorrow's flight?,,Delta
631,@JetBlue why did I pay for extra space to be forced to put my backpack under my seat? Its my only bag. Flight 135. Unprofessional.,,Delta
632,@JetBlue we were on b6 619 this morning from Boston to beautiful San Diego. We really were bummed the satellite was broken. :(,,Delta
633,@JetBlue knew that ... has to be done at the Gate correct? If so what time does gate open,,Delta
634,"@jetblue #philly lost and read program - Our customers get hot tea, great crewmembers, top notch info &amp; now #BOOKS! http://t.co/9rAGncw2Bk",,Delta
635,"@JetBlue Flight 152 (N559JB) ""Here's Looking at Blue Kid"" departs @MCO enroute to @BostonLogan http://t.co/qeaDA92MW6",,Delta
636,"@JetBlue.  Punta Cana, to enjoy weather n see my wifes family",,Delta
637,@JetBlue And we are glad to see what is going on and fix! @ProfessorpaUL15: please DM me your confirmation # so we can check.,,Delta
638,@JetBlue just lost my business   Enjoy your profits,,Delta
639,@JetBlue I would drive 2 1/2 hours to jfk to board JetBlue to Vegas instead of closer Hartford airport. Cramming more seats on plane.NO MORE,,Delta
640,@JetBlue - I will for sure. But my TSA-Pre works with other airlines. Why is Jetblue different?,,Delta
641,@JetBlue will call. Thank you!,,Delta
642,"@JetBlue yes, today. Flight is full now. They said no to me at gate :(",,Delta
643,@JetBlue Are departing flights from Boston heavily delayed? Flying out tomorrow morning ...,,Delta
644,@JetBlue Still love you guys. But get me to Vegas already! â˜€ï¸è_ŸŒ´âœˆï¸è_Ÿç¸_Ÿ__,,Delta
645,@JetBlue Gary who is serving us at FLL airport counter is really TRUE BLUE! Makes me feel at home even when a JetBlue flight is delayedl,,Delta
646,@jetblue is there no way to switch to earlier flight to JFK even if I checked a bag?,,Delta
647,@JetBlue this is not a flight delay this is horrible planning on Jet Blue!!! #jetblue,,Delta
648,@JetBlue insane the craziness I've seen with Jet Blue today at Newark Delayed 3 hours and now we are waiting for a Pilot!! #jetblue,,Delta
649,@JetBlue Hi! Does my upcoming flight 2168 from West Palm to HPN have Fly-Fi?,,Delta
650,@JetBlue tried again. Lovely customer service. Thank you!,,Delta
651,@JetBlue so happy you can accommodate peanut/treenut allergies on flight! 1st online cover from air provider,,Delta
652,@JetBlue @ProfessorpaUL15 Always happy to help!,,Delta
653,"@JetBlue we have just landed, thank you anyway. Btw, flight staff on flight 654 were wonderful despite their full day and heavy load.",,Delta
654,"@JetBlue we are delayed, until he arrives",,Delta
655,@JetBlue @EllaHenderson the highlight of being delayed #freeconcert,,Delta
656,@JetBlue whose performing at T5,,Delta
657,@JetBlue     Is it only $50 for my 2nd bag?  1st bag too full..,,Delta
658,"@JetBlue flight 894, first officer not even at the airport wow!!!!!! Unreal, staff waited until we all boarded to announce we are delayed.",,Delta
659,@JetBlue's CEO battles to appease passengers and Wall Street - http://t.co/uy28D1UEgX http://t.co/vJFV7KSGcQ,,Delta
660,@JetBlue - why does my TSA-pre work with every airline BUT you? I pay good money for that. Spent 30 mins on phone to fix to zero success.,,Delta
661,"@JetBlue That's right! :) Game, set, match.",,Delta
662,"@JetBlue yes, 3 times. I need some one to call me and help me change a flight. I can't do online. Thanks.",,Delta
663,@JetBlue pls send an IT tech 2 baggage office. Poor guy is trying 2 print my claim &amp; can't. I need 2 get home. Upgrade 2 @HP printers MFPs,,Delta
664,@JetBlue @vincenzolandino @CBarrows You take to me places @united simply can't...like non-stop to St. Lucia.,,Delta
665,"@JetBlue Flight 1133 (N353JB) ""Blue La La"" departs @mco enroute to San Juan International Airport http://t.co/SWZm2fX3nu",,Delta
666,@JetBlue this makes me happy. I hope these aren't empty promises.,,Delta
667,@JetBlue dropped 3x in past hour,,Delta
668,"seriously, I want to work on the JetBlue social team RT @JetBlue: @vincenzolandino http://t.co/eiGaJyzcW2",,Delta
669,@JetBlue Call me when you do and weâ€™ll have to hook up!,,Delta
670,@JetBlue Ive called you 3 x &amp; waited on hold 10 min each time to be disconnected each time. Enraging! I need to speak to someone! #help,,Delta
671,@JetBlue the USA help line.  i accidentally booked a flight on a thursday instead of a wednesday and want to switch,,Delta
672,@JetBlue If you have well-priced flights to #Oahu - we could be best friends. @vincenzolandino,,Delta
673,@JetBlue we don't need anybody else!,,Delta
674,@jetblue any idea where the plane for flight 672 is coming from? I thought flight 305 from JFK but that wouldn't explain delay.,,Delta
675,"@JetBlue It's for me, I spoke with a rep on the phone who suggested I ""Voice a concern"" via ""Email us"" on your site. I did a few moments ago",,Delta
676,"@JetBlue pls find my bag, I need 2 get home! Very frustrating. Hope my bag is somewhere in @NY_NJairports. Leaving the #jfk w/o my luggage.",,Delta
677,"@JetBlue tried calling multiple times, i just wait and when it finally connects i get hung up on",,Delta
678,@JetBlue Airways Sees Significant Drop in Short Interest (JBLU) - Mideast Time http://t.co/SSBaUJtOuW,,Delta
679,@JetBlue No not yet. I will notify them. I'm new at this! _Ÿ˜_,,Delta
680,@JetBlue thanks!,,Delta
681,"@JetBlue don't worry, I'm gonna share with my row! _Ÿ˜Å",,Delta
682,First base already? I like your style @JetBlue,,Delta
683,"@JetBlue Hold for 15 min, a couple of rings, then ""mailbox has not been set up yet."" Customer service forwarding to their cell phones? C'mon",,Delta
684,@JetBlue Does your home airport not count in the badge system? My TB account says 2 flights but I've taken 3 this year.,,Delta
685,@JetBlue is bag check cut off 30 minutes before the original departure time or the estimated time shown online?,,Delta
686,"@JetBlue I know where you guys jet! LOL, but if you love me so much, help a brother out :) Hot weather, great nightlife, 2-3 hour flight",,Delta
687,@JetBlue Airways Adds New Charter #Flight to Cuba - #Travel Wires (blog) http://t.co/Swb1gR57Cc,,Delta
688,"Aww, is it? @JetBlue I guess now I need to book a flight to somewhere warm ASAP! Any suggestions?",,Delta
689,@JetBlue love traveling with Jetblue. Cant wait to go to Paris oui oui!!! NYC was awesomeee!,,Delta
690,"@JetBlue 
But if customer service ment anything to you.... you would try. Quoting policy is never effective customer service.",,Delta
691,@JetBlue thank you. Is there a possibility it will change?,,Delta
692,@JetBlue thanks!,,Delta
693,@JetBlue are we good?,,Delta
694,@JetBlue thanks for the upgrade_Ÿ˜‰!! so far so good. #KeepItUp http://t.co/BKmfeY7QOL,,Delta
695,@JetBlue @CinziannaP thank you! I like the quick response on Twitter!,,Delta
696,@JetBlue This could be the beginning of a BLUEtiful relationship :) #lifeneedsfrosting,,Delta
697,"@JetBlue 
Apparently not.",,Delta
698,@JetBlue why are we delayed :( flight 1601,,Delta
699,"@JetBlue continue button generated a trip to ""plan your trip page""
regardless of how far along I was in Flight Booking Problems process
hint: the end of it",,Delta
700,@JetBlue marks 15th birthday with @Airbus #A320 painted in 'Blumanity' paint job http://t.co/9vTFM7kNad,,Delta
701,"@JetBlue I would fly to Washington  DC to see the actual Constitution  and the Declaration of Independence, in honor of a US Navy friend.",,Delta
702,@JetBlue what is the name of this tailfin? http://t.co/qxV45MV0Ug,,Delta
703,@JetBlue's new CEO Robin Hayes battles to appease passengers and Wall Street - Business In Savannah http://t.co/KKAY8XaPs1,,Delta
704,â€œ@JetBlue: Weâ€™re looking for our next #FlyingItForward flier from DC Tell us where you'd fly &amp; why http://t.co/MCSI0dzpnzâ€ù @geekandahalf,,Delta
705,@JetBlue Haha you're doing everything right! Don't change a thing! Slash this Twitter engagement just makes you even cooler! #bestairline,,Delta
706,@JetBlue thank you. Just sent msg.,,Delta
707,@JetBlue I did get the email. Thought i wasn't supposed to reply to those_Ÿ˜‚,,Delta
708,@JetBlue I applied for a job at PDW where could I go for follow up. I'd really love the job #ilovejetblue,,Delta
709,@JetBlue Connecticutâù„ï¸è,,Delta
710,@JetBlue I would fly somewhere hotter then here. Puerto Rico here I come. Lol,,Delta
711,@JetBlue great smooth flight too! _Ÿ‘è_Ÿ‘ç,,Delta
712,@JetBlue I would go for 3rd time to Jamaica to volunteer w/ at risk youth #flyitforward #dc #stpatricksfoundation #rotary,,Delta
713,@JetBlue Airways Short Interest Down 3.5% in January (JBLU) - sleekmoney http://t.co/znsUjP86Bv,,Delta
714,@JetBlue I would love for you to fly my best friend home to PVD for a weekend. _Ÿ˜_ http://t.co/cH0NmjyMgh,,Delta
715,"@JetBlue do they have to depart from Washington, D.C.??",,Delta
716,@JetBlue remember - I'm very doubtful and not very hopeful :(,,Delta
717,@JetBlue Thank you for the service credit. And to @PamGrout for positive thoughts.,,Delta
718,@JetBlue I'll give u a chance but I don't think I'll fall for it #backtodelta,,Delta
719,@JetBlue Great thanks,,Delta
720,@JetBlue @KyleJudah be responsible for replacing it,,Delta
721,@JetBlue @KyleJudah new stroller. The travel credit doesn't help cover the cost of a new stroller. Your crew ruined it and therefore should,,Delta
722,@JetBlue @KyleJudah I just spoke to the baggage claim center and they gave me travel credit but will not be responsible for the cost of a,,Delta
723,@JetBlue heard about the charge for 1st bag and tighter seats - no need to be a loyal JB customer anymore!,,Delta
724,"@JetBlue i'm getting info from the website, but needing to check it and the alerts would be much more beneficial.",,Delta
725,@JetBlue Is there something going on with your alerts? Flight's been delayed several times for my parents and i'm not receiving any alerts.,,Delta
726,@JetBlue I will. I love flying with you all. Great service.,,Delta
727,@JetBlue's new CEO seeks the right balance to please passengers and Wall ... - Times Colonist http://t.co/NzDXRvszWv,,Delta
728,@JetBlue Haha. I figured that. I was meaning there's no return flights out of Charlotte. It's like N/A for a week plus,,Delta
729,@JetBlue rocking the Tim McGraw hold music,,Delta
730,"@JetBlue Thank you that it is not just a livery; it is a culture that 16,000+ crewmembers embody daily #thanksDave http://t.co/iNNP0Kkyby",,Delta
731,@JetBlue 2:55 tomorrow from RIC to BOS. Looking good or am I better rescheduling?,,Delta
732,"@JetBlue hard to tell, but was told wifi only worked for one side of the plane.",,Delta
733,@JetBlue just learning about your famous apology in social media marketing. Is Twitter an asset for Jet Blue now? @PhD_Mama_,,Delta
734,@JetBlue Learning about your awesome twitter management today in my Social Media Marketing class! keep up the good work! @SXU @PhD_Mama_,,Delta
735,"@JetBlue, I normally âù_ï¸è you, but this Late Flightst flight experience was the worst. 2 hours on runway, no wifi &amp; tv not working properly",,Delta
736,@JetBlue @KyleJudah It doesn't matter who you directed me to. It's the principle of the matter. When I gate checked the stroller it was,,Delta
737,@JetBlue - BlueManity brought tears to my eyes. JetBlue' s commitment to giving back to the crewmembers and the community is aww inspiring!,,Delta
738,@JetBlue 117 days maybe.,,Delta
739,@JetBlue @vegecomgirl For me itâ€™s not until 6/15.,,Delta
740,"@JetBlue Well, I try! See you soon!! @JayVig",,Delta
741,@JetBlue @JayVig I like the inflight snacks! I'm flying with you guys on 2/28! #JVMChat,,Delta
742,"@JetBlue @JayVig @roxydigital awww ^_^ R to the T, realtime appreciation from JetBlue #rockingthetweets #JVMChat",,Delta
743,@JetBlue @roxydigital Good. I want extra peanuts on my flight then. lol. #JVMChat,,Delta
744,"@JetBlue @JayVig YES! Great real-time example. Thanks for being awesome, #JetBlue! #JVMChat",,Delta
745,@JetBlue alittle more money to book our flights... we're 1/2 way there :),,Delta
746,@JetBlue @roxydigital HAHA. you didnâ€™t disappoint. Well done. #JVMChat,,Delta
747,@JetBlue was just at T5 a little over a month ago. @JetBlue you guys are great thanks for everything!,,Delta
748,@JetBlue figured but delay is listed at almost 2 hrs. Thanks for being great! Cheers,,Delta
749,"@JetBlue if my flight says delayed with estimated departure listed, can I arrive at airport Late Flightr?",,Delta
750,@JetBlue's new CEO seeks the right balance to please passengers and Wall ... - Weyburn Review http://t.co/rtQyjCvTQ3,,Delta
751,"@JetBlue glitches on website re: Flight Booking Problems travel &amp; checking in. Nothing between ur site &amp; the airport was communicated, it was a nightmare.",,Delta
752,@JetBlue Thank you!,,Delta
753,@JetBlue okayyyy. But I had huge irons on way out. Promise no shenanigans?,,Delta
754,@JetBlue how do I get a copy of my last flight showing original time and delay? I need it for work. Thanks!,,Delta
755,@JetBlue as much i have paid in fees. Plus hotel and food because of your changes i could had flown with a more reliable airline #no2jetblue,,Delta
756,@JetBlue CEO battles to please Wall St and flyers - from @NZherald http://t.co/Q4Amiw7FSw,,Delta
757,@JetBlue huge fan of great brands and people doing great thingsâ€_ you guys rock happy to share the love!,,Delta
758,"@JetBlue Been dealing with a Cancelled Flightled flight since last night &amp; was booked to a 6:15 flight,wouldve at least liked to see Ella perform lol",,Delta
759,"@JetBlue tough choices but I did all simultaneously! As a business traveler, best experience in a long time. #wishmyflightwaslonger #what",,Delta
760,@JetBlue thanks!! Great service in #T5 already! #lovejetBlue,,Delta
761,@JetBlue I did...#FlyFi worked well and was free aboard this flight,,Delta
762,@JetBlue and they are telling me I got to get another hotel and food...so spend more money because you guys made me miss my connection,,Delta
763,@JetBlue already spent $300 to stay at hotel last night due to you guys rescheduling my flight. Since my Cancelled Flightation I've spent almost $500,,Delta
764,@JetBlue Seems very likely.,,Delta
765,@JetBlue they are rude and unhelpful. They suggested I catch a flight tomorrow I was supposed to be home today at 2 am and work is waiting,,Delta
766,@JetBlue's CEO Battles to Appease Passengers and Wall Street - http://t.co/frrfxCCw7Z http://t.co/nKlW9SsVRQ,,Delta
767,"@JetBlue unfortunately no, but hoping I can catch one sometime in the near future!",,Delta
768,@JetBlue why is my flight delayed 2.5 hours. This is insane. Every other flight has made it to NYC.,,Delta
769,@JetBlue @EllaHenderson Ah! Wish I was there! Good luck!,,Delta
770,@JetBlue should i continue?,,Delta
771,"@JetBlue Ok great thanks! I had a great flight, FYI. I'm excited to fly again. I just was frustrated I was not able to check in.",,Delta
772,@JetBlue I do not want to deal with your customer service agents with no practical knowledge.Provide me with a direct contact.,,Delta
773,@JetBlue Got flight reschedule to flight form PIT to FLL and our flight had mechanical problems so we were delayed an hour Missed my connect,,Delta
774,@JetBlue well lucky I only fly JB..I guess I would be even more squished on any other airline _Ÿ˜_,,Delta
775,"@JetBlue she was a phone agent, pls do! Peggy was pleasant, informative and delivered. â_êï¸èâ_êï¸èâ_êï¸èâ_êï¸èâ_êï¸è",,Delta
776,@JetBlue Hopefully next time! Can I send you my future itineraries so the next one can be planned when I'm there? _Ÿ˜‚_Ÿ˜‚,,Delta
777,@JetBlue @EllaHenderson omg!  Wish I had a flight today!  Haha there's always next time!  Have fun at #LFT5,,Delta
778,@JetBlue my request has nothing to do with rescheduling. But customer service has such a bad attitude today. #badservice,,Delta
779,@JetBlue busy due to storm but customer service should always be on point. More so now than ever #getittogether,,Delta
780,"@JetBlue no, I am fine to fly! Haha, they come at random, with the hemophilia, but what if i need extra assistance",,Delta
781,@JetBlue oh hell no. I'm not waiting again to get hung up on after speaking to 2 #rudeservice people,,Delta
782,@JetBlue's new CEO seeks the right balance to please passengers and Wall ... - Daily Journal http://t.co/w8MTmSP2RY,,Delta
783,@JetBlue thank you!! Miss you all so so much!! Is this the link to the blog? Or has that changed?,,Delta
784,"@JetBlue I have a internal bleed in my foot, and I am flying next Tuesday, what should I. Do :( these. Leeds come randomly. I",,Delta
785,@JetBlue Thank you!,,Delta
786,@JetBlue Can't view seat selection/change seat for flight tomorrow. Can you look into this?,,Delta
787,@JetBlue what's the link for #FlyFi,,Delta
788,@JetBlue Is today's JetBlue Flight 918 (NYC-&gt;BOS) delayed? My app says on time and the website says it's not...,,Delta
789,@JetBlue to offer service from Daytona Beach to New York - Albany Business Review http://t.co/dUhBJ41jHx,,Delta
790,@JetBlue please provide me your direct email for me to explain.,,Delta
791,@JetBlue I hear that the new thing in your planes are the Fly-Fi. How I can check if the flight that Im going to take have it?,,Delta
792,"@JetBlue CEO weighs profits, flyers - @ChronicleHerald (registration) http://t.co/9vKj9S7jrM",,Delta
793,@JetBlue A flight delay due to pilots oversleeping is apparently an uncontrollable irregularity that is not eligible for delay compensation.,,Delta
794,@JetBlue sitting on the plane in JFK waiting to take off doors are open catering is stocking up we are delayed but they couldn't be nicer,,Delta
795,@JetBlue really caring??,,Delta
796,@JetBlue No worries. Delay was minor and dealt with nicely. It was captain of flight 2324 by the way.,,Delta
797,@JetBlue Thanks! Her flight leaves at 2 but she's arriving to the airport early. Wedding is in VT in Sept. Grateful you fly to BTV!! :),,Delta
798,"@JetBlue CEO weighs profits, flyers - @ChronicleHerald (registration) http://t.co/l2n0egHdgn",,Delta
799,@JetBlue is REALLY getting on my nerves !! _Ÿ˜¡_Ÿ˜¡ #nothappy,,Delta
800,@JetBlue's new CEO seeks the right balance to please passengers and Wall ... - Greenfield Daily Reporter http://t.co/LM3opxkxch,,Delta
801,"@USAirways  redeemed themselves!  Flight out at 7:44!!! Had to call and negotiate,  but thank the Lord I'm heading home!!!!!",,US Airways
802,@USAirways Total BS... I offered to pay for a full First Class airfare ..Told Sold out.. 3 seats and they gave the seats to others... #crap,,US Airways
803,@USAirways I been on hold with U for 40mins wasting my time and $ &amp; I don't appreciate it #WheresTheCustomerServiceAt http://t.co/phI2IfNjIT,,US Airways
804,@USAirways It was US 893. The gate was open after about 50 mins waiting. What a great way to finish an 18 hour delayed arrival!!,,US Airways
805,@USAirways strikes again. @emilylyonss  I strongly suggest you live tweet your ordeal. Their media team appreciates the updates _Ÿ˜_,,US Airways
806,@USAirways flight 4524  first a 2 hour wait for a deadhead crew  then deadhead crew takes overhead bin space paying customers annoyed,,US Airways
807,"@USAirways with the weather mess in the South, I missed my connection in CLT. Impressed though with the Cust Serv phone reps today.",,US Airways
808,"@USAirways And really, it's a middle initial versus middle name. All else the same. Not spending my time on your computer issues.",,US Airways
809,"@USAirways very disappointed I wasn't ""allowed"" to change seats after checking in early online for a flight tomorrow morning.",,US Airways
810,@USAirways They're all reservations numbers and none are in Hungary. And my phone not working here. You make it too difficult.,,US Airways
811,@USAirways 8 weeks to refund this ticket - 0372389047497?!? - totally unacceptable.  Fix this or I'll put it on blast on social media and TV,,US Airways
812,@USAirways yes I can pay out of pocket that us not helping me for loosing my first class ticket to coach.   I want resolution or a comp,,US Airways
813,"@USAirways Frustrating days!No flights home, changed airlines. Thank you PHL USAirway employees &amp; @united for help getting me back to IAH.",,US Airways
814,@USAirways @satesq theres only one flt PHL-CRW per day.,,US Airways
815,@USAirways @AmericanAir Your staff members are looking at me like I have two heads. Check your own websites!!! http://t.co/8Hh0c63TIe,,US Airways
816,"@USAirways I will be traveling from LAX to CLT to HTS, I have been rebooked for tomorrow due to the travel advisory.",,US Airways
817,@USAirways This flight was for my brother. He has been rebooked and I was able to give my info over the phone to get him a pass to the Club.,,US Airways
818,@USAirways Flight # 604. Thanks.,,US Airways
819,@USAirways flight 4524 delayed for 2 hours for a deadhead crew.  Lets make 150 paying customers wait ...that is great service #USAirways,,US Airways
820,@USAirways if ur going 2 charge $20 for wi-fi make sure it works. #Brutal #DialUp b a 100 by the time things load. #TheEnd #GoodDay,,US Airways
821,@USAirways is anyone working today?? Anyone want to pick up a phone?,,US Airways
822,@USAirways I've been on hold for over 90 minutes... There's a lack of quality service here.  Nobody cares that I hate your shitty airline.,,US Airways
823,"@USAirways stranded @Ernie_Vigil Phoenix w/ broken foot.  Both my flights f'd, Sunday for ""sickcrew"".  Cancelled Flighted my mechanics flight today.",,US Airways
824,"@USAirways YOU ARE THE BEST AIRWAYS!!!!!!!!!! FOLLOW ME BACK, PLEASE _Ÿ™è_Ÿ™è_Ÿ™è_Ÿ™è_Ÿ™è_Ÿ™è_Ÿ™è_Ÿ™è_Ÿ™è_Ÿ™è_Ÿ™è_Ÿ˜¢_Ÿ˜¢_Ÿ˜¢_Ÿ˜¢_Ÿ˜¢_Ÿ˜¢_Ÿ˜¢_Ÿ˜¢_Ÿ™è_Ÿ™è_Ÿ™è_Ÿ™è_Ÿ™è_Ÿ™è_Ÿ™è_Ÿ™è_Ÿ™è_Ÿ™è_Ÿ™è_Ÿ™è_Ÿ™è_Ÿ™è_Ÿ™è_Ÿ™è_Ÿ™è_Ÿ™è_Ÿ™è_Ÿ™è_Ÿ™è",,US Airways
825,@USAirways It's the rude and arrogant gate personnel. Uncalled for. Unprofessional. #theworst,,US Airways
826,"@USAirways wont waive fees for flight Cancelled Flightlation due to #neptune To use credit, $200 fee. Couldnt reach destination @BostonBBB #notmyfault",,US Airways
827,@USAirways Thank you. And thanks for being so accommodating.,,US Airways
828,@USAirways YOU ARE AMAZING!!! YOU ARE THE BEST!!! FOLLOW ME PLEASE _Ÿ™è_Ÿ™è_Ÿ™è_Ÿ˜¢_Ÿ˜¢_Ÿ˜¢_Ÿ™è_Ÿ™è_Ÿ™è,,US Airways
829,@USAirways Feeling helpless at Tanpa airport. How can I talk to someone. Flight delayed 4 times. Need help. Missed connections will be prob,,US Airways
830,@USAirways won't waive $200 fee due to #neptune. Can't use credit w/o paying fee. Couldnt get to destination to use their tic #waivethefee,,US Airways
831,@USAirways no wonder you are the lowest rated airline in america. #shameful #USAirways,,US Airways
832,@USAirways how are you even still in business? i have been trying to call for hours. this is pathetic.,,US Airways
833,@USAirways thanks!,,US Airways
834,"@USAirways wow this airline is a joke, absolutely horrendous customer service. you guys should be ashamed.",,US Airways
835,@USAirways Flight Cancelled Flighted because of #Neptune Could not get to my destination. #notmyfault  #waive$200fee #ripoff #poorcustomerservice,,US Airways
836,@USAirways YOU ARE THE BEST AIRWAYS! Follow me please!!!!!_Ÿ™è_Ÿ™è_Ÿ™è_Ÿ™è_Ÿ™è_Ÿ™è_Ÿ™è_Ÿ™è_Ÿ™è_Ÿ™è_Ÿ™è_Ÿ™è_Ÿ™è_Ÿ™è_Ÿ™è_Ÿ™è_Ÿ™è_Ÿ™è_Ÿ™è_Ÿ™è_Ÿ™è_Ÿ™è_Ÿ™è_Ÿ™è_Ÿ™è_Ÿ™è_Ÿ™è,,US Airways
837,"@USAirways  If you can waive a fee at time of Cancelled Flightation, you CAN WAIVE IT AT A FUTURE DATE! #usairways #ripoff #poorcustomerservice",,US Airways
838,@USAirways flight #654 sitting at JFK with delays for 3-1/2 hrs! No employees to load bags? #terrible,,US Airways
839,@USAirways I have been rebooked but It has been handled very unprofessionally. Cancelled Flightations happen but the disorganization is uncalled for.,,US Airways
840,@USAirways conf number FMJTYL delayed - any chance of getting an earlier flight fll to phx?,,US Airways
841,"@USAirways I have now called 12 times in the last three days. That's unacceptable. I'm willing to wait on hold, but that's not an option.",,US Airways
842,@USAirways YOU ARE AMAZING!!! YOU ARE THE BEST!!! FOLLOW ME PLEASE AND I FOLLOW YOU BACK;)_Ÿ™è_Ÿ™è_Ÿ™èâœŒï¸è_Ÿ˜‰),,US Airways
843,"@USAirways I've been on hold for over 2 hours. Need to re-book a flight, please help.",,US Airways
844,"@usairways It was 9Âº, and some of us had left coats in our luggage in anticipation of cramped overhead bins :|",,US Airways
